"","GEOID","MUNI","ln_POP","ln_TAX_BASE_PER_CAP","ln_MED_HH_INC","PCT_EDA_POP","SCORE_ln_POP","WT_SCORE_ln_POP","SCORE_ln_TAX_BASE_PER_CAP","WT_SCORE_ln_TAX_BASE_PER_CAP","SCORE_ln_MED_HH_INC","WT_SCORE_ln_MED_HH_INC","SCORE_PCT_EDA_POP","WT_SCORE_PCT_EDA_POP","SCORE_OVERALL","SCORE_OVERALL_SCALED","COHORT"
"142","1743939","Lisle",10.0950578740112,11.0500176405227,11.4818990863651,0,7,7,7,7,7,7,10,10,31,75,"1"
"143","1744225","Lockport",10.1694606818257,10.6378445880061,11.3830103827488,0.009,8,8,5,5,6,6,10,10,29,69.4444444444444,"1"
"144","1744407","Lombard",10.7027049968231,11.0644382811527,11.364042552727,0.204,9,9,7,7,6,6,8,8,30,72.2222222222222,"1"
"145","1744524","Long Grove",9.03193115200214,11.3172019640834,12.2413818726324,0,5,5,8,8,10,10,10,10,33,80.5555555555556,"1"
"146","1745421","Lynwood",9.11778639036558,9.88109276441137,11.2405128848492,0.98,5,5,2,2,4,4,1,1,12,22.2222222222222,"4"
"147","1745434","Lyons",9.28887424963029,10.331491795428,11.0974857757149,0,5,5,3,3,3,3,10,10,21,47.2222222222222,"2"
"148","1746357","Manhattan",9.14686794902061,10.2443841223629,11.5686061207968,0,5,5,3,3,8,8,10,10,26,61.1111111111111,"2"
"149","1746604","Maple Park",7.26752542782817,10.2695242776388,11.4167779346858,0,1,1,3,3,6,6,10,10,20,44.4444444444444,"3"
"150","1746786","Marengo",8.93168411073171,10.2079029160053,11.1517834154987,0,4,4,3,3,4,4,10,10,21,47.2222222222222,"2"
"151","1747007","Markham",9.36400521952033,9.80079322854463,10.6466146654011,1,5,5,1,1,1,1,1,1,8,11.1111111111111,"4"
"152","1747540","Matteson",9.85602900137643,10.8531912931328,11.3458195607826,0.558,7,7,6,6,5,5,5,5,23,52.7777777777778,"2"
"153","1747774","Maywood",10.0652662080988,9.42995423067999,10.9441705420733,0.796,7,7,1,1,2,2,3,3,13,25,"4"
"154","1745564","McCook",5.51745289646471,13.6221646728244,11.2307879927738,1,1,1,10,10,4,4,1,1,16,33.3333333333333,"4"
"155","1745616","McCullom Lake",6.89568269774787,9.7657151378348,11.0418012080558,0,1,1,1,1,3,3,10,10,15,30.5555555555556,"4"
"156","1745694","McHenry",10.2085796864975,10.8541478684004,11.2516126475385,0,8,8,6,6,5,5,10,10,29,69.4444444444444,"1"
"157","1748242","Melrose Park",10.1184376288218,10.9382466638425,10.8892297174085,1,8,8,7,7,2,2,1,1,18,38.8888888888889,"3"
"158","1748554","Merrionette Park",7.58528107863913,10.8620793754876,10.6700478210165,1,2,2,6,6,1,1,1,1,10,16.6666666666667,"4"
"159","1748671","Mettawa",6.27852142416584,13.6280724336472,11.7209553784744,0.843,1,1,10,10,9,9,2,2,22,50,"2"
"160","1748892","Midlothian",9.56976154158294,10.1502930478262,11.0197269010544,0.837,6,6,3,3,2,2,2,2,13,25,"4"
"161","1749100","Millbrook",5.62401750618734,10.6194102146325,11.4281842365151,0,1,1,5,5,6,6,10,10,22,50,"2"
"162","1749308","Millington",6.42486902390539,9.92020409949011,11.2126713613437,0,1,1,2,2,4,4,10,10,17,36.1111111111111,"4"
"163","1749607","Minooka",9.4539138048019,10.851503108645,11.4834657578186,0,6,6,6,6,7,7,10,10,29,69.4444444444444,"1"
"164","1749854","Mokena",9.8978215309095,11.2090499562624,11.6076445610281,0,7,7,8,8,8,8,10,10,33,80.5555555555556,"1"
"165","1749945","Monee",8.54247099860051,11.305247817928,11.2468483162708,0,3,3,8,8,4,4,10,10,25,58.3333333333333,"2"
"166","1750218","Montgomery",9.91650248961362,10.74867185325,11.5049739351826,0.074,7,7,6,6,7,7,10,10,30,72.2222222222222,"1"
"167","1750647","Morton Grove",10.1384410906097,10.9340464265834,11.3743872735064,0,8,8,7,7,6,6,10,10,31,75,"1"
"168","1751089","Mount Prospect",10.9482066788589,11.235826677851,11.3427656534353,0.055,9,9,8,8,5,5,10,10,32,77.7777777777778,"1"
"169","1751349","Mundelein",10.3596457749598,10.7126063629169,11.4244766917851,0.378,8,8,5,5,6,6,7,7,26,61.1111111111111,"2"
"170","1751622","Naperville",11.9153191945539,11.205964626207,11.7570317547051,0,10,10,8,8,9,9,10,10,37,91.6666666666667,"1"
"171","1752584","New Lenox",10.2114868257508,10.924573932469,11.6555268505692,0,8,8,6,6,8,8,10,10,32,77.7777777777778,"1"
"172","1752103","Newark",6.880384082186,10.403198865615,11.5302741033048,0,1,1,4,4,7,7,10,10,22,50,"2"
"173","1753000","Niles",10.3388997370122,11.4684157583505,11.0586376921645,0.162,8,8,9,9,3,3,9,9,29,69.4444444444444,"1"
"174","1753377","Norridge",9.63240035365618,11.0388411217382,11.2683028819789,0,6,6,7,7,5,5,10,10,28,66.6666666666667,"1"
"175","1753442","North Aurora",9.81252291716203,10.9582423513167,11.4110588385667,0.02,7,7,7,7,6,6,10,10,30,72.2222222222222,"1"
"176","1753455","North Barrington",8.06180227453835,11.324911814591,12.1919128673721,0,2,2,8,8,10,10,10,10,30,72.2222222222222,"1"
"177","1753559","North Chicago",10.3339379133382,9.55325445340292,10.7624245573803,0.949,8,8,1,1,1,1,1,1,11,19.4444444444444,"4"
"178","1754144","North Riverside",8.91274263473703,11.6007801678075,10.9309439177204,0,4,4,9,9,2,2,10,10,25,58.3333333333333,"2"
"179","1753481","Northbrook",10.469426166355,11.5813116319791,11.7666602950474,0,8,8,9,9,9,9,10,10,36,88.8888888888889,"1"
"180","1753663","Northfield",8.65712903171375,11.9431664401165,11.8752116364844,0,4,4,10,10,10,10,10,10,34,83.3333333333333,"1"
"181","1753871","Northlake",9.46032057724395,10.9823172050634,11.0103159959756,0.528,6,6,7,7,2,2,5,5,20,44.4444444444444,"3"
"182","1754534","Oak Brook",9.00736702745136,12.7664249459192,11.854690811195,0.697,4,4,10,10,10,10,4,4,28,66.6666666666667,"1"
"183","1754638","Oak Forest",10.2211409634839,10.0843937858652,11.2754928089216,0.478,8,8,2,2,5,5,6,6,21,47.2222222222222,"2"
"184","1754820","Oak Lawn",10.9744202720975,10.6004482621156,11.1469502645485,0.725,9,9,5,5,4,4,3,3,21,47.2222222222222,"2"
"185","1754885","Oak Park",10.9074777579405,10.5622739762253,11.4818990863651,0,9,9,4,4,7,7,10,10,30,72.2222222222222,"1"
"186","1754560","Oakbrook Terrace",7.91971976092457,12.182451161957,11.0278163197089,0.517,2,2,10,10,3,3,5,5,20,44.4444444444444,"3"
"187","1755041","Oakwood Hills",7.63819824428578,10.2467125537174,11.5557454621532,0,2,2,3,3,8,8,10,10,23,52.7777777777778,"2"
"188","1755639","Old Mill Creek",5.08759633523238,10.861713614498,11.519384560031,0,1,1,6,6,7,7,10,10,24,55.5555555555556,"2"
"189","1755938","Olympia Fields",8.45914025996762,10.8914975605053,11.4441111489699,0.102,3,3,6,6,6,6,9,9,24,55.5555555555556,"2"
"190","1756627","Orland Hills",8.83826168288565,10.702647840789,11.3185758603633,0,4,4,5,5,5,5,10,10,24,55.5555555555556,"2"
"191","1756640","Orland Park",10.9802461118356,11.2175204236165,11.3465874874775,0.032,9,9,8,8,5,5,10,10,32,77.7777777777778,"1"
"192","1756887","Oswego",10.4511753410347,10.7600792052689,11.4858625454205,0,8,8,6,6,7,7,10,10,31,75,"1"
"193","1757225","Palatine",11.1259091269305,10.6471593357745,11.3325420288065,0.051,9,9,5,5,5,5,10,10,29,69.4444444444444,"1"
"194","1757381","Palos Heights",9.39831260027895,10.7544839333455,11.4185598389345,0.055,6,6,6,6,6,6,10,10,28,66.6666666666667,"1"
"195","1757394","Palos Hills",9.82714631927941,10.067958268719,11.072309749579,0.031,7,7,2,2,3,3,10,10,22,50,"2"
"196","1757407","Palos Park",8.49678638163858,11.0564583759544,11.6441291505856,0,3,3,7,7,8,8,10,10,28,66.6666666666667,"1"
"197","1757654","Park City",8.97271749939714,9.30869916572544,10.8368320389761,0.49,4,4,1,1,1,1,6,6,12,22.2222222222222,"4"
"198","1757732","Park Forest",9.98446828166841,8.92536446685953,10.9401003163083,0.855,7,7,1,1,2,2,2,2,12,22.2222222222222,"4"
"199","1757875","Park Ridge",10.5879975397004,10.9292056165342,11.6422768836632,0,9,9,6,6,8,8,10,10,33,80.5555555555556,"1"
"200","1759052","Peotone",8.33086361322474,10.755362527785,11.2973283674114,0,3,3,6,6,5,5,10,10,24,55.5555555555556,"2"
"201","1759572","Phoenix",7.44307837434852,9.36745725716276,10.3240054632706,1,1,1,1,1,1,1,1,1,4,0,"4"
"202","1759988","Pingree Grove",9.24619002486988,10.1940424842429,11.4040365094613,0,5,5,3,3,6,6,10,10,24,55.5555555555556,"2"
"203","1760287","Plainfield",10.7091148441801,10.7309268796813,11.7847906066742,0,9,9,5,5,9,9,10,10,33,80.5555555555556,"1"
"204","1760352","Plano",9.37982994995476,10.4416202683391,11.2786324891774,0,6,6,4,4,5,5,10,10,25,58.3333333333333,"2"
"205","1760391","Plattville",5.39362754635236,10.2610669509689,11.3746169658345,0,1,1,3,3,6,6,10,10,20,44.4444444444444,"3"
"206","1761216","Port Barrington",7.36770857237437,10.450402827291,11.8812492963977,0.252,1,1,4,4,10,10,8,8,23,52.7777777777778,"2"
"207","1761314","Posen",8.63621989783788,9.80706152579673,10.7659132649181,1,4,4,1,1,1,1,1,1,7,8.33333333333333,"4"
"208","1761678","Prairie Grove",7.58222919427646,11.1697130410565,11.601906567443,0,2,2,8,8,8,8,10,10,28,66.6666666666667,"1"
"209","1762016","Prospect Heights",9.68396244674463,10.4436423530466,11.1913418408428,0.113,6,6,4,4,4,4,9,9,23,52.7777777777778,"2"
"210","1763641","Richmond",7.64444076155657,10.6939102113856,10.6979495760451,1,2,2,5,5,1,1,1,1,9,13.8888888888889,"4"
"211","1763706","Richton Park",9.45524541507191,9.87659283627233,11.0631479027692,0,6,6,2,2,3,3,10,10,21,47.2222222222222,"2"
"212","1764135","Ringwood",6.73815249459596,10.7742991847445,11.7320609948869,0,1,1,6,6,9,9,10,10,26,61.1111111111111,"2"
"213","1764304","River Forest",9.36879605766816,11.0547617776754,11.7383703661463,0,6,6,7,7,9,9,10,10,32,77.7777777777778,"1"
"214","1764343","River Grove",9.26974071525763,10.3964362237451,11.053948814507,0,5,5,4,4,3,3,10,10,22,50,"2"
"215","1764278","Riverdale",9.27453508401818,9.43886710091217,10.5546401763934,1,5,5,1,1,1,1,1,1,8,11.1111111111111,"4"
"216","1764421","Riverside",9.13755460225053,10.4699116693587,11.6980431090662,0,5,5,4,4,9,9,10,10,28,66.6666666666667,"1"
"217","1764538","Riverwoods",8.24012129807647,11.594356008018,12.3522357955208,0,3,3,9,9,10,10,10,10,32,77.7777777777778,"1"
"218","1764616","Robbins",8.44009614103127,9.19284483502575,10.4861220790486,1,3,3,1,1,1,1,1,1,6,5.55555555555556,"4"
"219","1764902","Rockdale",7.60688453121963,11.1935053108772,10.7011298744255,1,2,2,8,8,1,1,1,1,12,22.2222222222222,"4"
"220","1765338","Rolling Meadows",10.0941079121448,10.8816948425377,11.272241475679,0.004,7,7,6,6,5,5,10,10,28,66.6666666666667,"1"
"221","1765442","Romeoville",10.5932038543566,10.8386529264449,11.3607994008913,0,9,9,6,6,6,6,10,10,31,75,"1"
"222","1765806","Roselle",10.0387611765937,10.8069426201306,11.4346395465717,0,7,7,6,6,6,6,10,10,29,69.4444444444444,"1"
"223","1765819","Rosemont",8.28197705886776,12.7106770647052,10.9407916524758,1,3,3,10,10,2,2,1,1,16,33.3333333333333,"4"
"224","1766027","Round Lake",9.83740116740827,9.95966225381401,11.3211594493483,0.107,7,7,2,2,5,5,9,9,23,52.7777777777778,"2"
"225","1766040","Round Lake Beach",10.2128821918936,10.2940457911037,11.2542454054774,0.298,8,8,3,3,5,5,8,8,24,55.5555555555556,"2"
"226","1766053","Round Lake Heights",7.87169266432365,9.8292319604981,11.2156777876487,0,2,2,2,2,4,4,10,10,18,38.8888888888889,"3"
"227","1766066","Round Lake Park",8.94637482614172,9.56244453422712,10.7956700010663,0.071,4,4,1,1,1,1,10,10,16,33.3333333333333,"4"
"228","1767548","Sandwich",8.88474872645118,10.5843115649858,11.1642612067837,0,4,4,5,5,4,4,10,10,23,52.7777777777778,"2"
"229","1767769","Sauk Village",9.2024090016499,9.31332418889644,10.737721883951,1,5,5,1,1,1,1,1,1,8,11.1111111111111,"4"
"230","1768003","Schaumburg",11.2736906407561,11.4161418763496,11.3191829364608,0,10,10,9,9,5,5,10,10,34,83.3333333333333,"1"
"231","1768081","Schiller Park",9.36811305584872,10.9399379555821,10.9791211756338,1,6,6,7,7,2,2,1,1,16,33.3333333333333,"4"
"232","1769758","Shorewood",9.80840734628586,10.9791691080175,11.5744061908132,0,7,7,7,7,8,8,10,10,32,77.7777777777778,"1"
"233","1770122","Skokie",11.1246713935924,11.0528922355594,11.2215699871521,0.569,9,9,7,7,4,4,5,5,25,58.3333333333333,"2"
"234","1770161","Sleepy Hollow",8.07527154629746,10.5006452825027,11.7127676354822,0,2,2,4,4,9,9,10,10,25,58.3333333333333,"2"
"235","1770564","South Barrington",8.53247581494739,11.6628649371887,12.1213314170751,0,3,3,9,9,10,10,10,10,32,77.7777777777778,"1"
"236","1770629","South Chicago Heights",8.30052860619974,10.5555597285329,10.7215257802118,1,3,3,4,4,1,1,1,1,9,13.8888888888889,"4"
"237","1770720","South Elgin",10.08016822944,10.7571771528118,11.5047824000278,0.111,7,7,6,6,7,7,9,9,29,69.4444444444444,"1"
"238","1770850","South Holland",9.97417898065866,10.26388125396,11.1103412032365,0.127,7,7,3,3,3,3,9,9,22,50,"2"
"239","1772052","Spring Grove",8.61013693705898,10.7792023222848,11.7690472084616,0.237,3,3,6,6,9,9,8,8,26,61.1111111111111,"2"
"240","1766703","St. Charles",10.4067143784268,11.3316620632863,11.5367787009924,0.151,8,8,8,8,7,7,9,9,32,77.7777777777778,"1"
"241","1772520","Steger",9.16785032035523,9.70088246380652,10.8095663193339,0.441,5,5,1,1,1,1,6,6,13,25,"4"
"242","1772676","Stickney",8.86925752279729,9.98895621413238,11.1161128161412,1,4,4,2,2,3,3,1,1,10,16.6666666666667,"4"
"243","1772923","Stone Park",8.42858053305963,9.8260787547034,11.0620968151105,1,3,3,2,2,3,3,1,1,9,13.8888888888889,"4"
"244","1773157","Streamwood",10.5860034204274,10.4111674950176,11.3954586293174,0.045,9,9,4,4,6,6,10,10,29,69.4444444444444,"1"
"245","1773391","Sugar Grove",9.13540128531169,10.746714758756,11.6137386572068,0,5,5,5,5,8,8,10,10,28,66.6666666666667,"1"
"246","1773638","Summit",9.32018083765571,10.1089975824621,10.757306958485,1,5,5,2,2,1,1,1,1,9,13.8888888888889,"4"
"247","1774275","Symerton",4.85203026391962,11.4870847638909,11.1739500981309,0,1,1,9,9,4,4,10,10,24,55.5555555555556,"2"
"248","1775081","Third Lake",7.01301578963963,11.1198000918225,11.8131856008786,0,1,1,7,7,9,9,10,10,27,63.8888888888889,"2"
"249","1775185","Thornton",7.77737360265786,10.3509678675633,11.1041599163954,0.999,2,2,3,3,3,3,1,1,9,13.8888888888889,"4"
"250","1775484","Tinley Park",10.9325889784401,10.875076482723,11.3164603580546,0.188,9,9,6,6,5,5,9,9,29,69.4444444444444,"1"
"251","1775874","Tower Lakes",7.11151211649616,10.8701884981323,11.872346634577,0,1,1,6,6,10,10,10,10,27,63.8888888888889,"2"
"252","1776160","Trout Valley",6.24416690066374,10.7012537457531,12.1559944021428,0,1,1,5,5,10,10,10,10,26,61.1111111111111,"2"
"253","1776706","Union",6.31173480915291,11.0711488192035,11.4685032474175,0,1,1,7,7,7,7,10,10,25,58.3333333333333,"2"
"254","1776935","University Park",8.87416809036397,10.0413285346089,11.039042320126,0.077,4,4,2,2,3,3,10,10,19,41.6666666666667,"3"
"255","1777694","Vernon Hills",10.198021099937,11.5700244869782,11.5201493100595,0.012,8,8,9,9,7,7,10,10,34,83.3333333333333,"1"
"256","1777993","Villa Park",10.0106813866382,10.9111640599735,11.2811699368075,0.262,7,7,6,6,5,5,8,8,26,61.1111111111111,"2"
"257","1778175","Virgil",5.66642668811243,10.3932203405743,11.3305999081683,0,1,1,4,4,5,5,10,10,20,44.4444444444444,"3"
"258","1778227","Volo",8.71964411950536,10.6269310092667,11.5450440948517,0,4,4,5,5,7,7,10,10,26,61.1111111111111,"2"
"259","1778370","Wadsworth",8.16536363247398,10.9042479912896,11.5259107895275,0,2,2,6,6,7,7,10,10,25,58.3333333333333,"2"
"260","1778929","Warrenville",9.51436320401602,10.8925075182812,11.3674602900383,0,6,6,6,6,6,6,10,10,28,66.6666666666667,"1"
"261","1779267","Wauconda",9.55279468027494,10.6403906296811,11.4077760381427,0.343,6,6,5,5,6,6,7,7,24,55.5555555555556,"2"
"262","1779293","Waukegan",11.3999919015923,10.15240884097,10.8926197405854,0.627,10,10,3,3,2,2,4,4,19,41.6666666666667,"3"
"263","1779397","Wayne",7.73455884435476,11.1080950897597,11.7958085406353,0,2,2,7,7,9,9,10,10,28,66.6666666666667,"1"
"264","1780060","West Chicago",10.150894355986,10.6683921037948,11.2528326188777,0.716,8,8,5,5,5,5,3,3,21,47.2222222222222,"2"
"265","1780125","West Dundee",8.94715577112479,10.8863893830505,11.4690467200116,0,4,4,6,6,7,7,10,10,27,63.8888888888889,"2"
"266","1780047","Westchester",9.73459541605383,10.5708966788943,11.394828630084,0,7,7,5,5,6,6,10,10,28,66.6666666666667,"1"
"267","1780242","Western Springs",9.51995515442751,11.0446584992774,12.1249276639092,0,6,6,7,7,10,10,10,10,33,80.5555555555556,"1"
"268","1780645","Westmont",10.1035262301352,11.2605086352645,11.1548495401159,0.092,7,7,8,8,4,4,10,10,29,69.4444444444444,"1"
"269","1781048","Wheaton",10.8961836156127,10.8843083296226,11.5689654758529,0.169,9,9,6,6,8,8,9,9,32,77.7777777777778,"1"
"270","1781087","Wheeling",10.574823590082,10.6567923719103,11.1839490642439,0.482,9,9,5,5,4,4,6,6,24,55.5555555555556,"2"
"271","1782049","Willow Springs",8.67539280608978,10.4900479000186,11.4994754172458,0.132,4,4,4,4,7,7,9,9,24,55.5555555555556,"2"
"272","1781919","Willowbrook",9.13086417047439,11.4817236155279,11.3663262012958,0,5,5,9,9,6,6,10,10,30,72.2222222222222,"1"
"273","1782075","Wilmette",10.2460128608704,11.3211133983794,11.9938999437667,0,8,8,8,8,10,10,10,10,36,88.8888888888889,"1"
"274","1782101","Wilmington",8.64188563537355,10.6746032041631,10.9595402267854,0,4,4,5,5,2,2,10,10,21,47.2222222222222,"2"
"275","1782400","Winfield",9.19370273082316,10.7189870594315,11.7399096316704,0.092,5,5,5,5,9,9,10,10,29,69.4444444444444,"1"
"276","1782530","Winnetka",9.45281585158988,11.7555255785127,12.4292201968364,0,6,6,10,10,10,10,10,10,36,88.8888888888889,"1"
"277","1782686","Winthrop Harbor",8.81060879571578,10.1103379307175,11.3205535723228,0,4,4,2,2,5,5,10,10,21,47.2222222222222,"2"
"278","1782855","Wonder Lake",8.2872767558146,10.0458593344359,11.3380719527838,0,3,3,2,2,5,5,10,10,20,44.4444444444444,"3"
"279","1782985","Wood Dale",9.54766938431738,11.1487130042846,11.2321660422571,0.662,6,6,8,8,4,4,4,4,22,50,"2"
"280","1783245","Woodridge",10.4387520981791,10.8576546930254,11.3941757121934,0,8,8,6,6,6,6,10,10,30,72.2222222222222,"1"
"281","1783349","Woodstock",10.1515188193581,10.5446487506554,11.1486502836869,0,8,8,4,4,4,4,10,10,26,61.1111111111111,"2"
"282","1783518","Worth",9.30291955326928,10.0902246465423,10.9931263664051,0,5,5,2,2,2,2,10,10,19,41.6666666666667,"3"
"283","1784038","Yorkville",9.97734192110661,10.6076593175353,11.5252986010334,0,7,7,5,5,7,7,10,10,29,69.4444444444444,"1"
"284","1784220","Zion",10.1127349986582,9.94430237412455,10.9476260558165,0.495,8,8,2,2,2,2,6,6,18,38.8888888888889,"3"
